# BUSCO version is: 6.0.0 
# The lineage dataset is: mycobacterium_odb12 (Creation date: 2025-05-14, number of genomes: 172, number of BUSCOs: 1512)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
96771at1763	Complete	NODE_41_length_40471_cov_25.802545	6346	4538	-	1043.2	527
96779at1763	Complete	NODE_4_length_113218_cov_24.295605	57264	58118	+	588.1	282
96785at1763	Complete	NODE_13_length_83864_cov_25.393975	31962	33173	+	838.9	399
96797at1763	Complete	NODE_3_length_131980_cov_26.711379	79264	78743	-	312.9	160
96828at1763	Complete	NODE_49_length_30605_cov_26.801068	4567	5553	+	672.1	325
96832at1763	Duplicated	NODE_1_length_348435_cov_26.263884	117074	115347	-	1221.8	564
96832at1763	Duplicated	NODE_1_length_348435_cov_26.263884	231362	233089	+	1221.8	564
96834at1763	Complete	NODE_24_length_64205_cov_27.166604	43662	42001	-	857.1	468
96849at1763	Complete	NODE_8_length_98811_cov_26.943788	32025	31573	-	249.7	134
96854at1763	Complete	NODE_30_length_59440_cov_24.904233	57845	55767	-	1402.0	665
96857at1763	Complete	NODE_15_length_78221_cov_25.797029	69864	68227	-	997.5	523
96885at1763	Complete	NODE_6_length_102250_cov_26.717734	41937	44813	+	1916.4	933
96890at1763	Complete	NODE_30_length_59440_cov_24.904233	53579	52443	-	735.3	373
96925at1763	Complete	NODE_49_length_30605_cov_26.801068	6849	7727	+	592.4	283
96939at1763	Complete	NODE_52_length_27912_cov_25.462583	12271	12648	+	201.4	112
96958at1763	Complete	NODE_19_length_70437_cov_26.982248	50518	52161	+	1113.9	508
96970at1763	Complete	NODE_30_length_59440_cov_24.904233	24776	22404	-	1619.9	755
96981at1763	Complete	NODE_7_length_101874_cov_25.599713	94600	93536	-	729.1	345
96983at1763	Complete	NODE_11_length_86115_cov_26.384342	12444	13439	+	647.7	321
96984at1763	Complete	NODE_25_length_64065_cov_26.626196	16057	14768	-	897.2	425
97003at1763	Complete	NODE_55_length_26647_cov_25.525932	24363	25385	+	682.3	335
97014at1763	Complete	NODE_10_length_91534_cov_27.119969	89208	89945	+	514.5	245
97017at1763	Complete	NODE_15_length_78221_cov_25.797029	17246	18427	+	704.8	361
97023at1763	Complete	NODE_42_length_39325_cov_26.288626	38603	37506	-	678.2	329
97060at1763	Complete	NODE_18_length_71476_cov_28.439264	29190	28933	-	131.7	67
97069at1763	Complete	NODE_19_length_70437_cov_26.982248	62443	63429	+	585.5	302
97073at1763	Complete	NODE_75_length_16873_cov_26.546916	4400	6700	+	1589.4	749
97093at1763	Complete	NODE_13_length_83864_cov_25.393975	30578	31834	+	818.4	404
97097at1763	Complete	NODE_9_length_97919_cov_26.930510	66472	65987	-	271.5	152
97100at1763	Complete	NODE_38_length_45596_cov_26.680990	18263	17421	-	593.3	277
97137at1763	Complete	NODE_11_length_86115_cov_26.384342	2288	1653	-	384.5	196
97146at1763	Missing
97154at1763	Complete	NODE_8_length_98811_cov_26.943788	12262	11360	-	519.2	245
97206at1763	Missing
97209at1763	Complete	NODE_55_length_26647_cov_25.525932	23639	22845	-	478.4	253
97211at1763	Complete	NODE_41_length_40471_cov_25.802545	39537	40322	+	491.5	239
97221at1763	Complete	NODE_16_length_74802_cov_26.123546	61403	60615	-	439.6	242
97257at1763	Complete	NODE_49_length_30605_cov_26.801068	24971	23571	-	871.5	438
97266at1763	Complete	NODE_79_length_15157_cov_19.878183	10277	10687	+	220.3	131
97272at1763	Complete	NODE_19_length_70437_cov_26.982248	8126	6732	-	933.7	459
97298at1763	Duplicated	NODE_1_length_348435_cov_26.263884	258092	256428	-	1058.9	512
97298at1763	Duplicated	NODE_1_length_348435_cov_26.263884	90344	92008	+	1058.9	512
97302at1763	Complete	NODE_15_length_78221_cov_25.797029	48456	49649	+	649.5	361
97324at1763	Complete	NODE_4_length_113218_cov_24.295605	8655	9689	+	517.8	294
97327at1763	Complete	NODE_20_length_68832_cov_40.803025	45654	44818	-	497.1	250
97339at1763	Complete	NODE_25_length_64065_cov_26.626196	49009	48398	-	394.5	200
97340at1763	Complete	NODE_57_length_26197_cov_25.820789	18375	19946	+	1041.3	509
97342at1763	Missing
97352at1763	Duplicated	NODE_1_length_348435_cov_26.263884	111066	111575	+	250.6	147
97352at1763	Duplicated	NODE_1_length_348435_cov_26.263884	237370	236861	-	250.6	147
97356at1763	Complete	NODE_18_length_71476_cov_28.439264	23651	22563	-	727.6	340
97430at1763	Complete	NODE_41_length_40471_cov_25.802545	8086	9213	+	686.6	349
97454at1763	Complete	NODE_15_length_78221_cov_25.797029	19604	18504	-	665.5	337
97457at1763	Complete	NODE_3_length_131980_cov_26.711379	32821	34755	+	1189.7	557
97471at1763	Complete	NODE_89_length_11106_cov_26.416448	7939	5711	-	1408.7	679
97490at1763	Complete	NODE_49_length_30605_cov_26.801068	3390	3677	+	144.8	77
97494at1763	Complete	NODE_65_length_21669_cov_24.533901	16901	18055	+	718.3	383
97499at1763	Complete	NODE_8_length_98811_cov_26.943788	51017	49374	-	1129.6	544
97503at1763	Complete	NODE_16_length_74802_cov_26.123546	64612	66141	+	1065.9	507
97526at1763	Missing
97534at1763	Complete	NODE_37_length_46606_cov_25.406026	34671	35072	+	263.4	132
97535at1763	Complete	NODE_89_length_11106_cov_26.416448	1718	3139	+	998.3	463
97537at1763	Complete	NODE_11_length_86115_cov_26.384342	36021	36689	+	338.7	207
97538at1763	Complete	NODE_60_length_24995_cov_25.848262	24993	24283	-	365.7	206
97544at1763	Complete	NODE_19_length_70437_cov_26.982248	52158	52985	+	489.9	256
97550at1763	Complete	NODE_37_length_46606_cov_25.406026	10258	9572	-	435.0	226
97577at1763	Complete	NODE_20_length_68832_cov_40.803025	64221	63298	-	595.2	302
97588at1763	Complete	NODE_37_length_46606_cov_25.406026	14665	12506	-	1446.0	690
97621at1763	Complete	NODE_6_length_102250_cov_26.717734	10829	11377	+	357.9	174
97633at1763	Complete	NODE_46_length_35800_cov_25.504773	28087	31083	+	1980.7	968
97656at1763	Complete	NODE_4_length_113218_cov_24.295605	81834	82688	+	537.1	268
97660at1763	Complete	NODE_5_length_106117_cov_26.441098	37353	36808	-	291.8	155
97661at1763	Complete	NODE_4_length_113218_cov_24.295605	37596	38126	+	343.5	172
97725at1763	Complete	NODE_48_length_31332_cov_22.401408	25930	25148	-	415.5	242
97729at1763	Complete	NODE_8_length_98811_cov_26.943788	23626	24666	+	691.3	345
97742at1763	Complete	NODE_61_length_23524_cov_25.928562	23524	23018	-	229.2	127
97757at1763	Complete	NODE_33_length_54385_cov_23.969360	29416	30642	+	709.0	367
97759at1763	Complete	NODE_25_length_64065_cov_26.626196	32530	31442	-	723.7	360
97762at1763	Complete	NODE_78_length_15420_cov_24.900736	13711	13376	-	243.7	111
97766at1763	Complete	NODE_38_length_45596_cov_26.680990	3769	2072	-	1081.8	525
97795at1763	Complete	NODE_75_length_16873_cov_26.546916	12341	13435	+	730.7	354
97796at1763	Complete	NODE_32_length_55836_cov_24.758138	34075	34698	+	398.5	203
97804at1763	Complete	NODE_6_length_102250_cov_26.717734	15832	13952	-	1234.3	610
97813at1763	Complete	NODE_52_length_27912_cov_25.462583	10092	9586	-	320.9	164
97816at1763	Complete	NODE_42_length_39325_cov_26.288626	668	42	-	379.0	198
97821at1763	Complete	NODE_3_length_131980_cov_26.711379	997	3429	+	1674.5	785
97848at1763	Complete	NODE_41_length_40471_cov_25.802545	15890	16420	+	280.4	167
97849at1763	Complete	NODE_32_length_55836_cov_24.758138	30160	31641	+	921.2	478
97860at1763	Complete	NODE_31_length_56331_cov_26.469691	43225	44589	+	913.8	445
97895at1763	Complete	NODE_2_length_141379_cov_27.290965	24439	24630	+	129.6	61
97937at1763	Complete	NODE_4_length_113218_cov_24.295605	42687	43274	+	412.4	192
97945at1763	Complete	NODE_38_length_45596_cov_26.680990	29584	29033	-	304.2	161
97960at1763	Complete	NODE_15_length_78221_cov_25.797029	61313	61855	+	340.1	170
97998at1763	Complete	NODE_29_length_60622_cov_26.605616	36294	33865	-	1798.6	809
98001at1763	Complete	NODE_30_length_59440_cov_24.904233	54540	53590	-	584.8	303
98002at1763	Complete	NODE_36_length_47284_cov_27.552799	36392	35796	-	372.7	194
98003at1763	Complete	NODE_4_length_113218_cov_24.295605	39249	38131	-	663.7	345
98029at1763	Complete	NODE_75_length_16873_cov_26.546916	10727	12310	+	1025.6	483
98058at1763	Complete	NODE_67_length_19765_cov_23.373527	2467	3414	+	509.1	301
98096at1763	Complete	NODE_67_length_19765_cov_23.373527	8377	7208	-	761.6	374
98098at1763	Complete	NODE_7_length_101874_cov_25.599713	56084	57244	+	832.6	382
98154at1763	Complete	NODE_4_length_113218_cov_24.295605	87286	86237	-	622.0	315
98157at1763	Complete	NODE_39_length_44529_cov_27.423378	24071	24433	+	176.7	102
98158at1763	Complete	NODE_7_length_101874_cov_25.599713	22554	23177	+	394.4	205
98209at1763	Complete	NODE_86_length_11873_cov_23.676924	10886	9876	-	666.7	329
98238at1763	Complete	NODE_7_length_101874_cov_25.599713	26604	25162	-	836.1	446
98248at1763	Complete	NODE_8_length_98811_cov_26.943788	1229	126	-	698.4	348
98258at1763	Complete	NODE_35_length_50015_cov_26.573812	2728	5442	+	1861.1	893
98303at1763	Complete	NODE_31_length_56331_cov_26.469691	10686	9004	-	1083.3	538
98312at1763	Complete	NODE_2_length_141379_cov_27.290965	137385	138764	+	887.3	432
98318at1763	Complete	NODE_29_length_60622_cov_26.605616	10037	8406	-	1131.6	538
98319at1763	Complete	NODE_14_length_81223_cov_26.429843	62168	64576	+	1404.7	782
98320at1763	Complete	NODE_4_length_113218_cov_24.295605	28400	29539	+	742.5	370
98328at1763	Complete	NODE_66_length_20871_cov_24.463499	6078	6641	+	330.3	177
98333at1763	Complete	NODE_33_length_54385_cov_23.969360	34849	35709	+	586.3	288
98339at1763	Complete	NODE_89_length_11106_cov_26.416448	5628	4675	-	527.3	287
98340at1763	Missing
98345at1763	Complete	NODE_75_length_16873_cov_26.546916	16634	15954	-	421.2	205
98347at1763	Complete	NODE_48_length_31332_cov_22.401408	26352	25963	-	258.2	129
98349at1763	Duplicated	NODE_28_length_61498_cov_26.124176	29977	30276	+	173.0	84
98349at1763	Duplicated	NODE_28_length_61498_cov_26.124176	31522	31223	-	173.0	84
98357at1763	Complete	NODE_72_length_18043_cov_22.258433	1963	1361	-	341.7	184
98362at1763	Missing
98366at1763	Complete	NODE_34_length_50438_cov_25.530569	16863	15829	-	710.4	343
98372at1763	Complete	NODE_75_length_16873_cov_26.546916	14956	13850	-	577.5	337
98378at1763	Missing
98389at1763	Fragmented	NODE_2028_length_377_cov_50.210000	1	375	+	240.3	119
98402at1763	Complete	NODE_6_length_102250_cov_26.717734	1641	2798	+	669.1	374
98430at1763	Complete	NODE_65_length_21669_cov_24.533901	21545	20967	-	185.6	140
98450at1763	Complete	NODE_18_length_71476_cov_28.439264	2558	4579	+	1231.1	647
98460at1763	Complete	NODE_11_length_86115_cov_26.384342	75269	73986	-	813.1	419
98462at1763	Complete	NODE_63_length_22488_cov_25.776092	22039	22419	+	222.7	122
98507at1763	Complete	NODE_42_length_39325_cov_26.288626	2952	4409	+	959.8	479
98514at1763	Complete	NODE_3_length_131980_cov_26.711379	28043	27399	-	402.2	195
98527at1763	Complete	NODE_7_length_101874_cov_25.599713	61427	60360	-	722.5	350
98590at1763	Complete	NODE_38_length_45596_cov_26.680990	35832	34723	-	589.3	334
98599at1763	Complete	NODE_97_length_8875_cov_20.935895	2932	3339	+	264.0	131
98625at1763	Complete	NODE_21_length_66119_cov_27.177084	34478	35209	+	478.3	241
98629at1763	Complete	NODE_18_length_71476_cov_28.439264	15153	14215	-	670.0	311
98640at1763	Complete	NODE_2_length_141379_cov_27.290965	38983	38075	-	509.3	286
98641at1763	Complete	NODE_42_length_39325_cov_26.288626	23986	23183	-	523.2	256
98672at1763	Complete	NODE_9_length_97919_cov_26.930510	59048	57372	-	1106.1	557
98676at1763	Complete	NODE_52_length_27912_cov_25.462583	13518	14792	+	780.9	371
98686at1763	Complete	NODE_6_length_102250_cov_26.717734	22099	21632	-	315.5	153
98709at1763	Complete	NODE_18_length_71476_cov_28.439264	31125	32159	+	669.6	324
98729at1763	Complete	NODE_31_length_56331_cov_26.469691	44600	45442	+	561.3	278
98750at1763	Complete	NODE_6_length_102250_cov_26.717734	57748	58206	+	288.0	151
98752at1763	Complete	NODE_13_length_83864_cov_25.393975	7212	6007	-	778.6	400
98756at1763	Complete	NODE_2_length_141379_cov_27.290965	35498	36241	+	479.3	237
98791at1763	Complete	NODE_57_length_26197_cov_25.820789	4417	5178	+	485.5	248
98821at1763	Missing
98823at1763	Complete	NODE_25_length_64065_cov_26.626196	44854	44096	-	345.5	209
98827at1763	Complete	NODE_3_length_131980_cov_26.711379	41280	40837	-	292.3	145
98836at1763	Complete	NODE_13_length_83864_cov_25.393975	79492	80730	+	746.4	395
98869at1763	Complete	NODE_25_length_64065_cov_26.626196	17953	16973	-	582.6	316
98889at1763	Complete	NODE_12_length_86089_cov_25.824931	69403	70647	+	820.4	394
98901at1763	Complete	NODE_3_length_131980_cov_26.711379	23997	23032	-	621.5	315
98913at1763	Complete	NODE_7_length_101874_cov_25.599713	34880	35959	+	700.1	354
98914at1763	Complete	NODE_42_length_39325_cov_26.288626	26175	25555	-	399.8	203
98918at1763	Complete	NODE_45_length_35826_cov_25.505692	34189	34671	+	278.1	156
98930at1763	Complete	NODE_26_length_61803_cov_25.397466	20100	24974	+	2897.9	1507
98941at1763	Complete	NODE_25_length_64065_cov_26.626196	40599	39742	-	484.2	270
98942at1763	Complete	NODE_38_length_45596_cov_26.680990	41238	40816	-	250.2	127
98953at1763	Complete	NODE_5_length_106117_cov_26.441098	3619	5835	+	1415.6	677
98965at1763	Complete	NODE_13_length_83864_cov_25.393975	49644	50333	+	467.9	227
98970at1763	Complete	NODE_36_length_47284_cov_27.552799	14518	15276	+	503.6	249
98972at1763	Complete	NODE_2_length_141379_cov_27.290965	11584	12777	+	722.5	372
98975at1763	Complete	NODE_29_length_60622_cov_26.605616	8406	7417	-	566.7	307
98985at1763	Complete	NODE_48_length_31332_cov_22.401408	19778	17283	-	1570.8	817
98992at1763	Complete	NODE_7_length_101874_cov_25.599713	9189	10007	+	534.4	265
99010at1763	Complete	NODE_22_length_65767_cov_24.403867	43903	44439	+	418.5	178
99011at1763	Complete	NODE_84_length_13339_cov_23.115216	7575	6994	-	388.9	190
99016at1763	Complete	NODE_24_length_64205_cov_27.166604	57272	62473	+	3334.6	1628
99018at1763	Duplicated	NODE_28_length_61498_cov_26.124176	14843	16048	+	846.9	399
99018at1763	Duplicated	NODE_28_length_61498_cov_26.124176	46656	45451	-	846.9	399
99030at1763	Duplicated	NODE_1_length_348435_cov_26.263884	108362	107628	-	413.1	230
99030at1763	Duplicated	NODE_1_length_348435_cov_26.263884	240074	240808	+	413.1	230
99042at1763	Complete	NODE_30_length_59440_cov_24.904233	12375	10591	-	1222.1	583
99043at1763	Complete	NODE_69_length_18824_cov_29.393823	17342	17737	+	224.9	118
99048at1763	Complete	NODE_9_length_97919_cov_26.930510	39381	37843	-	948.8	462
99074at1763	Complete	NODE_8_length_98811_cov_26.943788	6442	7266	+	453.0	240
99076at1763	Complete	NODE_20_length_68832_cov_40.803025	43368	42676	-	374.5	214
99106at1763	Complete	NODE_72_length_18043_cov_22.258433	7878	6712	-	829.5	386
99116at1763	Complete	NODE_13_length_83864_cov_25.393975	80727	81512	+	527.1	257
99171at1763	Complete	NODE_15_length_78221_cov_25.797029	23344	24279	+	463.1	278
99191at1763	Complete	NODE_15_length_78221_cov_25.797029	43988	44800	+	483.5	253
99192at1763	Complete	NODE_12_length_86089_cov_25.824931	84923	84105	-	521.3	268
99198at1763	Complete	NODE_3_length_131980_cov_26.711379	24695	23994	-	453.3	228
99206at1763	Complete	NODE_25_length_64065_cov_26.626196	14084	13593	-	292.4	144
99209at1763	Complete	NODE_15_length_78221_cov_25.797029	16393	17241	+	529.4	272
99223at1763	Complete	NODE_53_length_27610_cov_27.571605	18566	19318	+	481.8	250
99243at1763	Complete	NODE_2_length_141379_cov_27.290965	21821	22678	+	557.3	267
99260at1763	Complete	NODE_33_length_54385_cov_23.969360	30659	31363	+	466.6	228
99261at1763	Complete	NODE_46_length_35800_cov_25.504773	31076	31300	+	114.8	62
99270at1763	Complete	NODE_3_length_131980_cov_26.711379	25972	24695	-	852.9	419
99280at1763	Complete	NODE_25_length_64065_cov_26.626196	13602	12643	-	531.6	300
99301at1763	Complete	NODE_13_length_83864_cov_25.393975	47302	48240	+	575.6	305
99302at1763	Complete	NODE_4_length_113218_cov_24.295605	11056	12876	+	1231.3	601
99313at1763	Complete	NODE_20_length_68832_cov_40.803025	44126	43365	-	477.0	245
99337at1763	Complete	NODE_15_length_78221_cov_25.797029	14086	15492	+	824.7	444
99341at1763	Complete	NODE_32_length_55836_cov_24.758138	20629	21501	+	391.4	221
99372at1763	Complete	NODE_40_length_40978_cov_26.731327	6152	6730	+	374.2	194
99380at1763	Complete	NODE_86_length_11873_cov_23.676924	11171	11803	+	372.4	208
99403at1763	Missing
99422at1763	Missing
99459at1763	Complete	NODE_48_length_31332_cov_22.401408	13987	12929	-	663.7	342
99475at1763	Complete	NODE_19_length_70437_cov_26.982248	68957	66885	-	1312.5	674
99483at1763	Complete	NODE_33_length_54385_cov_23.969360	33759	34748	+	606.0	327
99487at1763	Complete	NODE_3_length_131980_cov_26.711379	31298	30261	-	690.1	338
99488at1763	Complete	NODE_108_length_6050_cov_27.518332	3605	4111	+	339.1	163
99502at1763	Complete	NODE_52_length_27912_cov_25.462583	23582	21507	-	1375.2	676
99503at1763	Complete	NODE_25_length_64065_cov_26.626196	31469	30516	-	561.9	283
99508at1763	Complete	NODE_10_length_91534_cov_27.119969	90032	90619	+	325.5	170
99526at1763	Complete	NODE_2_length_141379_cov_27.290965	14826	15314	+	304.4	146
99529at1763	Complete	NODE_65_length_21669_cov_24.533901	13437	14489	+	662.9	343
99546at1763	Complete	NODE_18_length_71476_cov_28.439264	23707	24351	+	321.1	191
99550at1763	Complete	NODE_33_length_54385_cov_23.969360	18939	18553	-	234.3	122
99558at1763	Complete	NODE_12_length_86089_cov_25.824931	1656	1222	-	281.2	144
99562at1763	Complete	NODE_8_length_98811_cov_26.943788	29298	28558	-	432.5	226
99582at1763	Complete	NODE_2342_length_336_cov_0.845560	202	68	-	73.6	44
99588at1763	Complete	NODE_29_length_60622_cov_26.605616	30064	28976	-	666.3	351
99623at1763	Complete	NODE_33_length_54385_cov_23.969360	23682	22066	-	1133.9	530
99626at1763	Complete	NODE_33_length_54385_cov_23.969360	1799	3010	+	614.1	309
99657at1763	Complete	NODE_11_length_86115_cov_26.384342	65752	64607	-	719.1	376
99662at1763	Complete	NODE_12_length_86089_cov_25.824931	32437	33984	+	917.7	489
99667at1763	Complete	NODE_57_length_26197_cov_25.820789	21425	23443	+	1333.6	629
99670at1763	Duplicated	NODE_28_length_61498_cov_26.124176	24799	27219	+	1526.1	789
99670at1763	Duplicated	NODE_28_length_61498_cov_26.124176	36700	34280	-	1526.1	789
99674at1763	Duplicated	NODE_1_length_348435_cov_26.263884	280874	279942	-	534.7	301
99674at1763	Duplicated	NODE_1_length_348435_cov_26.263884	67562	68494	+	534.7	301
99680at1763	Complete	NODE_9_length_97919_cov_26.930510	13054	12671	-	190.8	115
99685at1763	Complete	NODE_3_length_131980_cov_26.711379	79404	80348	+	575.7	311
99694at1763	Complete	NODE_8_length_98811_cov_26.943788	15631	14555	-	552.6	318
99720at1763	Complete	NODE_7_length_101874_cov_25.599713	46848	45682	-	756.8	367
99729at1763	Complete	NODE_34_length_50438_cov_25.530569	18761	17631	-	676.9	353
99736at1763	Complete	NODE_3_length_131980_cov_26.711379	106023	106547	+	337.6	169
99742at1763	Complete	NODE_15_length_78221_cov_25.797029	39948	39340	-	289.9	171
99752at1763	Complete	NODE_85_length_13127_cov_28.922682	2650	3657	+	698.6	331
99754at1763	Complete	NODE_9_length_97919_cov_26.930510	7030	7515	+	296.4	157
99755at1763	Missing
99772at1763	Complete	NODE_52_length_27912_cov_25.462583	20396	18912	-	1024.8	489
99775at1763	Complete	NODE_27_length_61687_cov_27.192355	58098	56203	-	1167.6	582
99785at1763	Duplicated	NODE_1_length_348435_cov_26.263884	168207	166927	-	731.6	378
99785at1763	Duplicated	NODE_1_length_348435_cov_26.263884	180229	181509	+	731.6	378
99787at1763	Complete	NODE_3_length_131980_cov_26.711379	84479	83448	-	576.3	294
99788at1763	Complete	NODE_55_length_26647_cov_25.525932	7624	6854	-	432.4	244
99798at1763	Complete	NODE_7_length_101874_cov_25.599713	52613	53401	+	557.3	262
99800at1763	Complete	NODE_9_length_97919_cov_26.930510	46090	46539	+	241.4	139
99826at1763	Complete	NODE_50_length_29790_cov_26.176118	3912	6275	+	1685.6	778
99836at1763	Complete	NODE_26_length_61803_cov_25.397466	34203	34691	+	338.9	161
99840at1763	Complete	NODE_21_length_66119_cov_27.177084	35215	36333	+	637.4	347
99848at1763	Complete	NODE_111_length_5459_cov_22.604051	4486	3368	-	667.9	348
99858at1763	Complete	NODE_38_length_45596_cov_26.680990	32387	31071	-	650.5	361
99863at1763	Complete	NODE_47_length_32951_cov_26.171503	1596	94	-	933.5	465
99867at1763	Complete	NODE_39_length_44529_cov_27.423378	25862	25083	-	532.7	257
99881at1763	Complete	NODE_37_length_46606_cov_25.406026	30034	30861	+	513.3	270
99886at1763	Complete	NODE_15_length_78221_cov_25.797029	46934	46500	-	277.9	144
99890at1763	Complete	NODE_22_length_65767_cov_24.403867	61006	59639	-	781.9	432
99893at1763	Complete	NODE_8_length_98811_cov_26.943788	18399	17533	-	482.4	255
99952at1763	Complete	NODE_52_length_27912_cov_25.462583	20768	21433	+	431.5	217
99963at1763	Complete	NODE_7_length_101874_cov_25.599713	72389	73549	+	843.0	385
99971at1763	Complete	NODE_2_length_141379_cov_27.290965	104945	105829	+	605.7	293
99972at1763	Complete	NODE_573_length_833_cov_25.711640	267	758	+	334.6	163
99974at1763	Complete	NODE_57_length_26197_cov_25.820789	20053	21432	+	974.8	452
99980at1763	Complete	NODE_13_length_83864_cov_25.393975	62017	63045	+	659.1	310
99983at1763	Duplicated	NODE_1_length_348435_cov_26.263884	285374	284448	-	563.9	300
99983at1763	Duplicated	NODE_1_length_348435_cov_26.263884	63062	63988	+	563.9	300
99992at1763	Complete	NODE_14_length_81223_cov_26.429843	74466	73432	-	547.7	301
99995at1763	Complete	NODE_9_length_97919_cov_26.930510	52149	52643	+	311.0	159
100002at1763	Complete	NODE_25_length_64065_cov_26.626196	26713	27288	+	376.8	191
100008at1763	Complete	NODE_55_length_26647_cov_25.525932	25382	26542	+	785.2	368
100013at1763	Duplicated	NODE_1_length_348435_cov_26.263884	292216	291611	-	346.3	200
100013at1763	Duplicated	NODE_1_length_348435_cov_26.263884	56220	56825	+	346.3	200
100015at1763	Complete	NODE_7_length_101874_cov_25.599713	165	2447	+	1467.5	684
100017at1763	Complete	NODE_42_length_39325_cov_26.288626	29274	27940	-	859.6	425
100018at1763	Complete	NODE_38_length_45596_cov_26.680990	42766	43536	+	498.6	230
100023at1763	Duplicated	NODE_1_length_348435_cov_26.263884	132559	133248	+	393.4	228
100023at1763	Duplicated	NODE_1_length_348435_cov_26.263884	215877	215188	-	393.4	228
100026at1763	Complete	NODE_9_length_97919_cov_26.930510	75153	74461	-	450.9	229
100059at1763	Complete	NODE_9_length_97919_cov_26.930510	44281	41909	-	716.3	340
100063at1763	Complete	NODE_4_length_113218_cov_24.295605	113216	112131	-	600.9	348
100065at1763	Complete	NODE_26_length_61803_cov_25.397466	33376	30791	-	1631.0	835
100070at1763	Complete	NODE_48_length_31332_cov_22.401408	12932	11718	-	777.0	394
100103at1763	Complete	NODE_33_length_54385_cov_23.969360	39009	38518	-	321.7	163
100106at1763	Complete	NODE_9_length_97919_cov_26.930510	14696	15142	+	195.7	106
100110at1763	Complete	NODE_45_length_35826_cov_25.505692	25772	24579	-	770.5	381
100116at1763	Complete	NODE_30_length_59440_cov_24.904233	38811	37777	-	695.3	327
100139at1763	Complete	NODE_11_length_86115_cov_26.384342	48577	53118	+	2767.1	1441
100142at1763	Complete	NODE_3_length_131980_cov_26.711379	103917	102721	-	516.3	259
100170at1763	Complete	NODE_40_length_40978_cov_26.731327	2499	1462	-	585.9	326
100173at1763	Complete	NODE_35_length_50015_cov_26.573812	5948	7201	+	697.1	377
100210at1763	Complete	NODE_65_length_21669_cov_24.533901	11373	12215	+	568.8	279
100211at1763	Complete	NODE_32_length_55836_cov_24.758138	31700	32170	+	297.7	145
100213at1763	Complete	NODE_37_length_46606_cov_25.406026	45666	46550	+	552.6	288
100215at1763	Complete	NODE_6_length_102250_cov_26.717734	38171	37398	-	471.4	247
100263at1763	Complete	NODE_5_length_106117_cov_26.441098	93946	94875	+	569.5	295
100266at1763	Complete	NODE_53_length_27610_cov_27.571605	23206	24123	+	572.9	295
100267at1763	Complete	NODE_42_length_39325_cov_26.288626	27943	26801	-	751.8	360
100274at1763	Complete	NODE_7_length_101874_cov_25.599713	25157	24081	-	758.3	355
100286at1763	Complete	NODE_18_length_71476_cov_28.439264	33222	34295	+	724.7	355
100292at1763	Complete	NODE_3_length_131980_cov_26.711379	78727	78269	-	295.1	148
100306at1763	Complete	NODE_42_length_39325_cov_26.288626	26804	26172	-	423.2	201
100310at1763	Complete	NODE_9_length_97919_cov_26.930510	8060	8710	+	414.0	217
100325at1763	Complete	NODE_84_length_13339_cov_23.115216	4141	3224	-	567.2	280
100379at1763	Complete	NODE_82_length_13907_cov_31.942805	4844	3807	-	634.5	336
100390at1763	Complete	NODE_7_length_101874_cov_25.599713	85228	86010	+	529.3	258
100436at1763	Complete	NODE_21_length_66119_cov_27.177084	5633	6499	+	532.2	269
100476at1763	Complete	NODE_9_length_97919_cov_26.930510	87736	86762	-	664.4	321
100498at1763	Complete	NODE_31_length_56331_cov_26.469691	22594	23739	+	693.7	374
100521at1763	Complete	NODE_12_length_86089_cov_25.824931	2150	1761	-	257.9	128
100551at1763	Complete	NODE_2_length_141379_cov_27.290965	31341	32474	+	731.4	342
100555at1763	Complete	NODE_24_length_64205_cov_27.166604	5749	6714	+	548.5	301
100576at1763	Missing
100600at1763	Complete	NODE_18_length_71476_cov_28.439264	22532	21108	-	976.4	462
100605at1763	Complete	NODE_27_length_61687_cov_27.192355	56206	54590	-	821.6	466
100608at1763	Complete	NODE_26_length_61803_cov_25.397466	56626	57048	+	260.6	134
100609at1763	Complete	NODE_37_length_46606_cov_25.406026	25642	24755	-	447.6	266
100628at1763	Complete	NODE_16_length_74802_cov_26.123546	3557	3931	+	253.1	124
100657at1763	Complete	NODE_12_length_86089_cov_25.824931	46452	43468	-	1850.8	970
100678at1763	Complete	NODE_74_length_17306_cov_27.173312	1466	3127	+	899.8	494
100681at1763	Complete	NODE_6_length_102250_cov_26.717734	48281	47385	-	554.0	292
100707at1763	Complete	NODE_52_length_27912_cov_25.462583	4016	2445	-	1025.3	522
100715at1763	Complete	NODE_42_length_39325_cov_26.288626	16480	15668	-	498.2	256
100725at1763	Complete	NODE_12_length_86089_cov_25.824931	12626	13837	+	754.4	364
100731at1763	Complete	NODE_68_length_19625_cov_26.224422	13392	12169	-	738.4	402
100756at1763	Complete	NODE_11_length_86115_cov_26.384342	21270	22010	+	417.8	226
100761at1763	Complete	NODE_22_length_65767_cov_24.403867	26629	27294	+	371.8	218
100800at1763	Complete	NODE_35_length_50015_cov_26.573812	21145	21615	+	295.7	153
100801at1763	Complete	NODE_12_length_86089_cov_25.824931	22126	21152	-	673.8	323
100803at1763	Complete	NODE_9_length_97919_cov_26.930510	2066	93	-	1315.9	653
